Filename,Age,Ethnicity,Eyes Color,Facial Hair,Gender,Glasses,Hair Color,Hair Covered,Hair Style,Smile,Visible Forehead
4681436254_3448e0d238_4030_59111237@N00_3_mirror.png,middle_aged,east_asian,brown,no,female,no,black,no,long_straight,yes,yes
4657935981_0563e3c3ee_4019_10696299@N07_1_mirror.png,senior,east_asian,other,no,male,eyeglasses,white,no,short_curly,no,yes
4841103861_3d758e30aa_4109_31600339@N08_1_.png,kid,south_asian,brown,light_goatee,male,no,brown,no,short_curly,no,no
4671080003_b4ab9e9afc_4055_10405208@N08_1_.png,middle_aged,east_asian,brown,no,female,no,black,no,long_straight,no,no
5962760805_fb3e00f097_6020_51140642@N07_2_mirror.png,kid,black,brown,no,female,no,black,no,other,no,yes
5197093022_5e70f269d8_4133_50517348@N05_1_.png,middle_aged,black,brown,no,female,no,black,turban,short_curly,yes,yes
5197061394_2c04d5d602_4128_50517348@N05_1_.png,teenager,black,brown,no,male,no,black,turban,short_curly,no,yes
5550598802_c699d2d662_5254_52051371@N05_1_mirror.png,baby,black,brown,no,female,no,black,no,bald,no,yes
5101394364_c86a880c2c_1210_29456680@N06_1_mirror.png,adult,white,brown,no,female,no,brown,no,short_straight,yes,yes
4660632106_c21d459a50_4050_11933686@N04_1_mirror.png,early_adulthood,east_asian,brown,no,female,no,other,cap,other,no,no
4682607901_5ff6e6a117_4017_45280621@N05_1_.png,adult,east_asian,brown,no,female,no,black,no,long_curly,yes,yes
4663152970_7533cca1e7_4058_99781113@N00_1_mirror.png,elderly,white,blue,no,female,no,white,no,short_straight,yes,yes
5752093047_8be61d34a4_5028_55369313@N00_3_mirror.png,teenager,black,brown,no,male,no,brown,no,bald,yes,yes
5114321680_7f05df5300_4128_44825691@N08_1_mirror.png,adult,east_asian,other,no,male,no,other,no,other,yes,yes
5499316621_ff4ae6b63b_5300_60269393@N07_2_mirror.png,teenager,black,brown,no,female,no,black,no,long_straight,yes,yes
4665338597_49009e7601_4039_43041308@N00_3_mirror.png,early_adulthood,white,brown,no,male,no,brown,no,short_curly,yes,yes
4743060236_50c4232d8f_4115_8592579@N08_5_.png,teenager,south_asian,brown,no,male,no,black,no,short_straight,yes,yes
4663765149_c58ed34649_4008_42655492@N04_8_mirror.png,teenager,south_asian,brown,no,female,no,black,no,long_straight,yes,yes
5168418837_fa3e8b2618_4070_56693032@N00_2_mirror.png,early_adulthood,south_asian,other,no,male,no,black,no,short_straight,no,no
4821811452_4df6f7937a_4141_49647926@N05_1_mirror.png,middle_aged,black,other,no,male,no,other,no,bald,no,yes
5080311205_8586ca65e4_4055_10318825@N08_2_mirror.png,adult,black,brown,no,male,eyeglasses,brown,no,short_curly,yes,yes
4672854234_6443d5f122_4020_8643893@N06_1_mirror.png,baby,white,brown,no,male,no,blonde,no,short_straight,yes,yes
4678161995_6bb23c793b_4031_23361005@N02_2_mirror.png,teenager,east_asian,brown,no,female,no,black,no,short_straight,yes,yes
5009107809_f1bd3bb953_4153_51715603@N08_4_mirror.png,middle_aged,black,other,no,female,no,other,no,other,yes,yes
5138685598_ebc11b479e_1340_54154295@N04_1_.png,adult,black,other,no,female,no,other,turban,other,yes,yes
5104066461_9165940995_1173_48877431@N05_1_.png,middle_aged,white,brown,no,male,eyeglasses,blonde,no,long_straight,yes,yes
4700598854_ac96c6cb3d_4018_51015622@N05_1_.png,kid,east_asian,brown,no,male,no,black,no,short_straight,yes,yes
4963941527_e91a0de2fd_4092_16118167@N04_2_mirror.png,senior,white,other,no,male,no,brown,no,short_straight,yes,yes
5600121185_c076275fd5_5065_23365488@N02_3_.png,senior,black,brown,no,male,eyeglasses,brown,no,short_curly,no,yes
4857403450_36fb8aa047_4100_30353465@N07_4_mirror.png,teenager,black,brown,no,female,no,black,no,long_curly,yes,yes
5218489283_5ce87dd9ae_4090_56302856@N06_1_.png,baby,black,brown,no,male,no,other,no,bald,yes,yes
5346562426_d6505f2c67_5245_51543289@N05_1_.png,kid,black,brown,no,female,no,black,no,short_curly,yes,yes
4881341390_7de578e404_4097_40630637@N03_1_mirror.png,adult,south_asian,brown,light_mustache,male,no,brown,no,short_straight,no,yes
5190231091_e8d87f1188_1168_34337233@N08_1_.png,middle_aged,south_asian,other,no,female,no,black,no,long_straight,yes,yes
4963941527_e91a0de2fd_4092_16118167@N04_5_.png,senior,white,other,no,male,no,white,no,short_straight,no,yes
4661391329_84618e146b_4011_31128762@N07_1_mirror.png,early_adulthood,east_asian,other,no,female,no,brown,no,long_straight,yes,no
4667897322_f40df8c20f_4011_40909160@N08_1_.png,early_adulthood,east_asian,brown,no,male,no,brown,no,short_straight,yes,yes
5160023549_41414ca1b6_1215_55409210@N07_2_mirror.png,teenager,south_asian,brown,no,male,no,black,no,short_curly,no,yes
5113590119_852200d0ea_1220_55009523@N08_1_.png,teenager,white,blue,no,female,no,black,no,long_straight,no,yes
5144092885_1389b97c2d_4149_52878071@N03_2_mirror.png,teenager,white,brown,no,male,no,brown,no,short_straight,yes,yes
6220860763_51c4ce96a3_6099_21845260@N00_2_.png,middle_aged,black,brown,no,female,no,other,cap,other,no,yes
4701030327_e137fa4498_4062_60207960@N00_1_.png,adult,east_asian,brown,no,male,eyeglasses,brown,no,short_straight,yes,yes
5991593587_a3e97f5ba8_6012_49151834@N03_10_mirror.png,middle_aged,white,other,no,female,no,brown,cap,other,yes,yes
5928457648_37de194c41_6139_11555596@N02_1_mirror.png,middle_aged,white,brown,no,female,no,black,cap,long_straight,yes,yes
4672228707_c8455ec12f_4047_8643893@N06_2_.png,early_adulthood,white,brown,no,male,eyeglasses,brown,no,short_straight,yes,yes
4657466705_c0ae7b5f59_1279_20645166@N05_1_.png,teenager,east_asian,brown,no,male,no,black,no,short_straight,yes,yes
4863275840_83c8cd6b17_4075_42342411@N07_1_.png,kid,south_asian,green,no,male,no,other,cap,other,yes,yes
4985209745_dba0658cbc_4150_23749309@N05_3_mirror.png,middle_aged,south_asian,other,light_mustache,male,no,black,no,short_straight,yes,yes
5035762363_c4b66eb085_4124_51273656@N08_2_mirror.png,senior,black,brown,no,male,no,black,no,short_curly,yes,yes
4911251147_f5e5d26a06_4076_44735545@N07_1_mirror.png,baby,south_asian,brown,no,female,no,other,no,bald,no,yes
4671013521_92ab3d3f5d_4066_38001411@N08_1_mirror.png,baby,south_asian,brown,no,female,no,black,no,short_straight,no,yes
5913118269_5492543300_6010_41284017@N08_2_mirror.png,middle_aged,white,brown,no,female,no,blonde,no,long_straight,yes,yes
4684801979_f9994fc043_4031_36281822@N08_1_mirror.png,teenager,black,brown,no,male,no,black,no,short_curly,no,yes
4667033695_651fe0b474_4071_7770148@N03_2_.png,kid,east_asian,brown,no,male,no,black,no,short_straight,yes,yes
4964891680_4e5528753c_4148_53765374@N08_1_mirror.png,adult,white,brown,no,female,no,brown,no,short_straight,yes,yes
4977735383_904fab0b0f_4130_38736624@N03_1_mirror.png,baby,south_asian,other,no,male,no,black,no,short_straight,no,yes
4927935424_58eba06644_4138_52035038@N03_3_.png,kid,south_asian,brown,no,male,no,black,no,short_straight,no,yes
4702920435_ca36fcdfd8_1307_28315937@N05_3_.png,senior,east_asian,brown,no,female,no,brown,no,long_straight,no,yes
4701497110_32bac7432f_1276_51148699@N07_1_mirror.png,middle_aged,black,other,no,male,no,other,no,bald,yes,no
4693334794_e38bee468e_4019_25910251@N03_1_.png,teenager,east_asian,brown,no,female,no,brown,no,long_straight,yes,yes
5714261582_6bc4361d48_2627_40994485@N04_1_.png,retirement,white,other,no,male,no,blonde,no,short_straight,yes,yes
4673744194_bc6765a599_4008_50719759@N08_1_.png,teenager,white,other,no,male,eyeglasses,brown,turban,short_straight,yes,yes
4677247356_de94133bf6_4042_57529085@N00_2_mirror.png,middle_aged,east_asian,other,no,female,no,black,no,short_straight,no,no
4791073935_4048be9d2c_4076_40332606@N08_1_mirror.png,early_adulthood,black,other,light_goatee,male,no,black,no,bald,no,yes
4954357376_caaf544254_4124_49259414@N03_1_.png,middle_aged,black,brown,no,female,no,black,no,long_curly,no,yes
5097010740_2ccaf41bbd_4091_36968902@N05_1_.png,senior,white,blue,no,male,no,white,no,short_straight,yes,yes
5099346559_886dfaf837_1101_44872377@N08_5_mirror.png,early_adulthood,white,brown,no,female,no,brown,no,long_straight,yes,yes
5089173531_6e5f6b10ab_4130_28654400@N05_1_.png,early_adulthood,south_asian,brown,no,male,no,black,no,long_straight,no,yes
5962539901_707677cc01_6148_59705247@N03_1_.png,early_adulthood,east_asian,brown,no,female,no,black,no,short_straight,no,no
4928476461_38a26c6d23_4117_51144798@N06_1_mirror.png,adult,white,brown,light_goatee,male,no,black,no,other,no,yes
5569016028_e2c99eb472_5030_24164132@N05_2_mirror.png,middle_aged,black,other,no,female,no,black,no,short_curly,yes,yes
5588670551_08f202a80d_5252_40695573@N04_3_.png,middle_aged,white,brown,no,male,no,black,no,short_straight,yes,no
5012055619_71051fa1df_4149_54139966@N03_1_.png,teenager,white,green,no,female,no,brown,no,long_straight,yes,yes
4931908583_b26c05276a_4116_42487558@N00_1_.png,middle_aged,black,brown,no,female,no,black,no,long_straight,yes,yes
5219081330_18c41e5c62_5090_56302856@N06_1_mirror.png,teenager,black,brown,no,male,no,black,no,short_curly,no,yes
4863610352_43967b30b9_4095_42342411@N07_2_mirror.png,teenager,south_asian,brown,no,female,no,black,no,short_straight,yes,yes
4684351588_9a84f2c3bd_4057_22412933@N00_1_mirror.png,adult,east_asian,brown,no,male,no,black,no,short_straight,yes,no
4735308506_7d02c498fc_4099_23400087@N02_1_.png,middle_aged,south_asian,brown,no,female,no,black,turban,short_straight,yes,yes
5615981093_f127420a3f_5025_11802006@N00_2_mirror.png,adult,white,brown,no,female,no,black,no,other,yes,yes
4779638245_24c2963508_4143_46493954@N04_1_mirror.png,teenager,south_asian,brown,no,male,no,black,no,short_straight,no,yes
4968922716_15756ee4ba_4104_7338720@N08_1_mirror.png,adult,black,brown,no,female,no,black,no,short_curly,no,yes
4664397656_2abba8f8d6_4037_33268292@N04_1_.png,early_adulthood,east_asian,brown,no,male,no,other,turban,other,yes,yes
4657673226_5da62ab1f4_4009_23046214@N05_3_.png,middle_aged,white,blue,thick_goatee,male,no,black,no,short_curly,yes,yes
5578599442_1a5e7d59ce_5260_37933312@N04_5_.png,early_adulthood,black,brown,no,male,no,other,cap,other,yes,yes
4841405593_0185c0612e_4083_45031007@N07_1_.png,middle_aged,white,green,no,male,no,other,cap,other,no,no
5838756059_a5339c0ce6_5104_91233310@N00_2_mirror.png,teenager,black,brown,no,female,no,brown,no,short_curly,yes,yes
4692636797_58dc9ff328_4059_40008754@N07_14_.png,early_adulthood,east_asian,brown,no,female,no,brown,no,long_straight,yes,yes
4669016423_627b07e7df_4053_13832841@N04_2_.png,teenager,east_asian,brown,no,female,no,black,no,long_straight,yes,yes
4905761203_ab2cdd8037_4100_53051618@N05_1_mirror.png,middle_aged,black,other,light_mustache,male,eyeglasses,black,no,short_curly,no,yes
5099941134_1aa1aba301_1230_44872377@N08_1_mirror.png,middle_aged,white,other,no,female,no,black,turban,long_straight,yes,yes
5229051780_5b72203b41_5005_47982852@N00_1_.png,teenager,south_asian,brown,no,female,no,black,no,short_curly,no,yes
4798184146_a52282528f_4116_29470421@N03_1_.png,retirement,south_asian,other,no,male,no,black,no,short_straight,yes,no
4659634273_cc97106539_1293_59292725@N00_1_.png,early_adulthood,east_asian,other,no,male,eyeglasses,black,no,short_straight,yes,yes
5197012924_4a4a5a8b7d_4151_50517348@N05_3_.png,kid,black,blue,no,male,no,black,no,short_curly,yes,yes
4662278573_f779441958_4056_48926139@N03_1_.png,retirement,white,green,no,male,no,brown,no,short_straight,yes,yes
5003047698_81317273b0_4107_94639077@N00_1_.png,baby,white,blue,no,female,no,blonde,no,short_straight,yes,no
5196301861_84899c0cf8_5042_50517348@N05_6_mirror.png,teenager,black,other,no,female,no,brown,no,short_curly,no,yes
5169402892_baab11eed1_4037_49045206@N03_2_.png,elderly,white,other,no,male,no,white,no,short_straight,no,yes
4752360978_58e90b4427_4073_94902018@N00_2_.png,baby,south_asian,other,no,male,no,other,no,bald,no,yes
4866656250_ac9a36a0bd_4099_42669262@N03_2_.png,adult,south_asian,brown,light_goatee,male,no,black,no,short_curly,yes,no
4993529196_2d61a8c00d_4152_53937370@N05_2_.png,early_adulthood,south_asian,other,no,male,eyeglasses,black,no,short_straight,no,yes
4720278262_f794836651_4071_51342642@N06_2_.png,middle_aged,black,other,light_goatee,male,no,black,no,bald,no,yes
4692692939_3eef2acd34_4042_25910251@N03_1_mirror.png,teenager,east_asian,brown,no,female,no,brown,no,long_straight,yes,yes
4657549352_6dc75e763a_4042_50714929@N03_1_.png,middle_aged,south_asian,other,no,male,no,black,no,short_straight,no,yes
5380349978_fb9f6d3d4c_5008_91233310@N00_6_.png,teenager,black,brown,no,male,no,other,no,bald,no,yes
4662418678_bc8006e982_4047_50779865@N06_1_.png,adult,south_asian,brown,no,female,no,black,no,long_straight,yes,yes
5091642407_f33f2dd775_4145_54920854@N07_2_mirror.png,early_adulthood,south_asian,brown,thick_goatee,male,no,black,no,short_curly,no,no
4888434020_da2659cb99_4074_48660719@N08_2_.png,retirement,south_asian,brown,no,female,no,other,turban,other,no,yes
4986426425_070c9a7ed1_4106_95343000@N00_1_mirror.png,early_adulthood,white,brown,light_mustache,male,no,black,no,short_straight,yes,yes
4686438610_9195b7fe87_4026_9836216@N06_1_mirror.png,early_adulthood,east_asian,brown,no,male,eyeglasses,black,no,short_straight,yes,yes
5020549806_47670aef00_4113_54242887@N06_1_.png,elderly,white,other,no,female,no,brown,no,short_straight,no,no
4860415462_29b3af6a93_4139_42342411@N07_5_.png,early_adulthood,south_asian,other,no,female,no,black,turban,other,no,yes
4684232341_a573925f6b_1298_26630836@N06_1_.png,adult,east_asian,other,no,female,no,black,no,short_straight,no,yes
4897912580_786eeaf910_4078_47242743@N07_1_.png,adult,black,brown,no,male,no,other,no,bald,no,yes
5236903815_952e496436_5210_56581935@N03_1_.png,teenager,black,brown,no,male,no,other,cap,other,no,yes
4658923183_62f45e680c_4056_63447871@N00_2_.png,early_adulthood,east_asian,brown,no,female,no,brown,no,short_straight,yes,no
5117225896_ee06ced4c7_4130_17676635@N04_1_mirror.png,kid,south_asian,brown,no,male,no,black,no,short_straight,no,yes
4658512401_df876db824_4034_45418091@N00_1_.png,teenager,east_asian,brown,no,male,no,black,no,short_straight,yes,yes
5004666773_4e5e85dd05_4154_54141615@N08_3_.png,teenager,black,brown,no,male,no,black,no,short_curly,yes,yes
5079334892_734e375bde_4109_46534997@N07_8_.png,teenager,black,brown,no,female,no,black,no,long_curly,yes,yes
4683237514_a55009799d_4065_45280621@N05_1_.png,middle_aged,east_asian,brown,no,female,no,brown,no,long_straight,yes,yes
4927315383_32706e2a29_4098_52035038@N03_7_mirror.png,senior,south_asian,other,no,female,no,black,turban,other,no,yes
4668404049_46b54e50c6_4065_7311936@N02_7_.png,middle_aged,east_asian,other,no,male,eyeglasses,white,no,other,yes,yes
5410516043_2b99f05f16_5053_76271965@N00_1_mirror.png,middle_aged,black,other,no,female,no,black,no,short_curly,no,yes
4670605342_3afaeed256_1284_30725406@N00_2_.png,teenager,east_asian,brown,light_mustache,female,no,brown,no,short_curly,yes,yes
4954364276_82bdc9217e_4123_49259414@N03_5_.png,early_adulthood,black,brown,no,female,no,black,no,long_straight,yes,yes
5097301593_78ed1d3218_4147_35101671@N06_1_.png,senior,white,green,no,male,eyeglasses,other,no,other,yes,yes
4738748979_007a6e68f7_4114_38086366@N00_1_mirror.png,early_adulthood,south_asian,other,no,female,no,black,no,other,yes,yes
5152250140_5a4fe92547_4090_55593279@N04_2_.png,adult,south_asian,green,thick_beard,male,no,black,no,short_straight,no,yes
4767787237_0c3b913589_4120_36179078@N03_1_.png,teenager,east_asian,brown,no,female,no,black,no,long_straight,yes,yes
6286479479_af3935086f_6095_42874064@N05_1_.png,kid,black,other,no,male,no,black,no,short_straight,no,yes
4688358070_7cc391421f_4039_36281822@N08_1_mirror.png,senior,black,brown,no,male,no,other,cap,other,no,no
4844721023_857458cbef_4110_24929164@N06_2_.png,middle_aged,south_asian,brown,light_mustache,male,no,black,no,short_straight,yes,yes
4664007375_b394abb315_1307_40421502@N02_1_.png,early_adulthood,east_asian,brown,no,female,no,black,no,long_straight,yes,yes
4971286734_57db548d31_4103_53266830@N05_1_.png,adult,white,other,light_mustache,male,no,black,no,short_straight,no,yes
4688664033_70819030c8_4010_23020848@N03_10_mirror.png,senior,east_asian,other,no,male,eyeglasses,black,no,other,no,no
4919050004_3d7ee2a0b5_4080_16979731@N04_1_mirror.png,teenager,black,other,no,female,no,black,no,short_straight,yes,yes
5687631386_035ea20ab4_5286_26366268@N05_1_.png,teenager,black,other,no,female,no,black,no,short_curly,no,yes
5817912653_ce52de185f_3426_52735252@N07_1_mirror.png,adult,white,brown,no,female,no,brown,no,short_curly,no,yes
4675003264_b6a527305d_1274_9584153@N04_3_mirror.png,teenager,east_asian,brown,no,female,no,brown,no,long_straight,yes,no
4702925441_92a7e026d3_4018_28315937@N05_2_mirror.png,middle_aged,east_asian,brown,no,female,no,brown,no,long_straight,yes,no
6087764727_6c029a8232_6183_65512926@N03_2_mirror.png,middle_aged,black,other,no,male,no,black,no,short_straight,yes,yes
4683234040_9e3aa3df59_4042_45280621@N05_3_mirror.png,early_adulthood,east_asian,brown,no,female,no,black,no,short_straight,yes,yes
4688664033_70819030c8_4010_23020848@N03_12_.png,adult,east_asian,other,no,male,no,black,no,short_straight,yes,no
5935260228_bdbfd29113_6017_23622696@N03_3_.png,early_adulthood,black,brown,no,female,no,black,no,short_curly,yes,yes
4697457582_2d8063c448_4040_25910251@N03_1_mirror.png,teenager,east_asian,brown,no,female,no,black,no,long_straight,no,no
4968322747_0fb3b92bbb_4151_7338720@N08_1_mirror.png,early_adulthood,black,green,no,female,no,black,no,short_curly,yes,yes
5132879558_ec7c1786ac_4042_10822242@N04_3_mirror.png,middle_aged,black,brown,no,male,no,other,cap,other,no,yes
5333959835_5acf3ec092_5007_57950676@N07_1_mirror.png,teenager,black,blue,no,male,no,black,no,short_curly,no,yes
4932016605_3b5890a197_4094_38475250@N07_3_mirror.png,kid,south_asian,brown,no,female,no,black,no,short_straight,yes,yes
5075513348_7af79f92bc_4025_10393857@N03_2_.png,adult,white,brown,no,female,no,blonde,no,short_straight,yes,yes
4693268034_7fde5d3706_1307_40008754@N07_14_mirror.png,adult,east_asian,other,no,female,no,black,no,long_straight,yes,yes
5198753074_224e7476b0_5121_56193745@N05_3_mirror.png,teenager,south_asian,brown,light_goatee,male,no,black,no,short_straight,yes,yes
4948983084_8e839e27ef_4150_29456680@N06_1_.png,senior,white,other,no,male,eyeglasses,white,no,short_straight,no,yes
4890346997_30faeaf4c7_4114_85173665@N00_2_mirror.png,adult,south_asian,brown,thick_beard,male,no,black,no,short_curly,no,yes
4695843731_24d6890d88_1292_51071311@N02_1_.png,teenager,east_asian,other,no,male,no,black,no,short_straight,yes,yes
4662396765_d27346826b_4008_50575265@N04_2_.png,teenager,east_asian,brown,light_mustache,male,eyeglasses,red,no,long_straight,no,yes
4789704346_a69e4a1505_4138_85173665@N00_8_.png,adult,south_asian,brown,no,female,no,black,turban,short_straight,no,yes
5927732648_acb6cbccc1_6028_11555596@N02_1_.png,middle_aged,white,brown,no,female,no,black,no,long_straight,no,no
5019482753_c92ebf1418_4146_30758216@N02_7_mirror.png,early_adulthood,south_asian,brown,no,female,no,black,no,long_curly,yes,yes
5553520946_5285479377_5265_72787861@N00_1_mirror.png,senior,white,brown,no,male,no,black,no,long_straight,no,no
5300317312_5b1f22c090_5162_48067292@N05_1_mirror.png,early_adulthood,black,other,no,female,no,black,no,short_curly,no,yes
4931916629_93539306b9_4138_42487558@N00_2_mirror.png,teenager,black,other,no,female,no,black,no,short_curly,yes,yes
4742562374_8d538af6a7_4093_51324877@N05_1_mirror.png,kid,black,brown,no,male,no,blonde,no,bald,yes,yes
4689124392_44dae49402_4008_26672973@N05_3_.png,adult,east_asian,brown,no,female,no,black,no,short_straight,no,yes
4999080584_9d90eb5ab6_4150_30237548@N04_1_mirror.png,retirement,white,brown,no,male,no,white,no,short_straight,no,yes
5084876823_c73a65cc45_4146_42339726@N00_2_.png,early_adulthood,white,other,no,male,no,other,no,bald,no,yes
5219083434_ab4f411617_5130_56302856@N06_1_.png,middle_aged,black,other,light_goatee,male,no,black,no,short_curly,yes,yes
5246245350_0479b7a76d_5246_41302121@N05_2_mirror.png,middle_aged,black,brown,no,female,no,brown,no,short_curly,yes,yes
5058709204_5d8f2ae1ae_4132_42121221@N07_5_mirror.png,senior,black,brown,no,male,no,other,no,bald,no,yes
5557277565_0f714637ce_5176_37933312@N04_2_mirror.png,middle_aged,black,brown,no,female,no,black,no,long_straight,yes,yes
4868115246_afba972f81_4100_33193190@N02_1_.png,middle_aged,white,brown,no,female,eyeglasses,brown,turban,other,yes,yes
4688447614_2ff4813df8_1276_22195068@N04_1_mirror.png,teenager,east_asian,brown,no,female,no,black,no,long_straight,yes,yes
5476538180_bb170ece32_5177_33181714@N07_2_mirror.png,elderly,east_asian,brown,no,male,no,black,no,bald,yes,yes
4858524342_b54305c4b1_4118_30353465@N07_1_.png,early_adulthood,black,brown,no,female,no,brown,no,long_straight,yes,no
5053781083_6d3540a4bb_4154_49045206@N03_1_.png,early_adulthood,white,blue,no,female,no,brown,turban,other,no,yes
6071445134_44f90b7022_6084_71606984@N00_2_.png,middle_aged,east_asian,blue,no,female,eyeglasses,black,no,short_straight,yes,yes
5167366729_f956a8c6a6_4031_35382840@N08_3_.png,middle_aged,black,brown,no,male,no,black,no,short_curly,no,yes
5144699448_1db2d1eb0b_4001_52878071@N03_3_.png,early_adulthood,white,green,no,female,no,blonde,no,short_straight,yes,yes
4670229491_eeb28b0ca5_4033_31465120@N04_1_.png,early_adulthood,east_asian,other,no,female,no,black,no,long_straight,yes,yes
5014077608_7fa26af464_4085_37237915@N02_1_mirror.png,middle_aged,black,brown,no,female,eyeglasses,white,no,bald,yes,yes
4910796061_ab2e26f335_4093_97639509@N00_1_mirror.png,middle_aged,white,brown,no,female,eyeglasses,brown,no,long_straight,yes,yes
4678056659_3a59f808bb_1272_9090784@N04_3_.png,early_adulthood,east_asian,other,no,female,no,black,no,long_straight,yes,yes
4658677072_b2bb02f81f_4039_50624037@N00_1_.png,early_adulthood,east_asian,brown,no,male,no,brown,no,short_straight,yes,no
4668862224_4efba0edba_4072_27573864@N02_1_.png,middle_aged,south_asian,brown,no,male,no,black,no,short_straight,yes,yes
4664021579_74ece3e0a8_4031_40421502@N02_2_mirror.png,early_adulthood,east_asian,brown,no,female,no,black,no,long_straight,yes,yes
5061638677_abe3107fb8_4109_53954091@N00_2_.png,middle_aged,white,other,no,female,no,brown,no,long_straight,yes,yes
4742423713_16423be912_4095_8592579@N08_2_mirror.png,kid,south_asian,green,no,female,no,black,no,short_straight,yes,yes
4879455690_4bd8f35918_4134_16026448@N00_4_.png,kid,south_asian,brown,no,male,no,black,no,short_straight,no,yes
4736438978_18ce671623_4073_37355384@N05_1_mirror.png,retirement,south_asian,brown,light_beard,male,no,white,no,long_straight,no,yes
4682609573_3f503013b4_1279_45280621@N05_1_mirror.png,kid,east_asian,brown,no,male,no,black,no,short_straight,yes,yes
4710880101_706ed727c6_4063_49852103@N03_1_.png,adult,black,other,light_goatee,male,no,black,no,short_curly,no,yes
5838756059_a5339c0ce6_5104_91233310@N00_4_mirror.png,kid,black,brown,no,male,no,brown,no,short_curly,no,yes
4667898814_b5b1c43702_4052_40909160@N08_1_mirror.png,early_adulthood,east_asian,other,no,male,no,black,no,short_straight,no,yes
5794012427_055a0848b9_3351_60495414@N05_2_.png,middle_aged,white,other,no,female,no,brown,no,other,yes,yes
4666227626_1b98420afb_4037_45418091@N00_1_mirror.png,middle_aged,east_asian,brown,no,male,no,black,no,short_straight,yes,yes
5317982402_e9a25a15b3_5202_12444889@N08_3_mirror.png,early_adulthood,east_asian,brown,no,male,eyeglasses,black,no,short_straight,yes,yes
